Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount Percentage,Revenue ($),Region,Gas Price,CPI
2024-06-02,2,Product_2,96,11.59,0.0,1113.04,USA,3.577,313.131
2024-06-02,3,Product_3,139,10.11,0.0,1407.61,USA,3.577,313.131
2024-06-02,4,Product_4,93,10.77,10.0,903.27,USA,3.577,313.131
2024-06-02,5,Product_5,118,10.64,0.0,1257.53,USA,3.577,313.131
2024-06-02,6,Product_6,128,10.56,0.0,1354.9,USA,3.577,313.131
2024-06-02,7,Product_7,157,11.54,0.0,1810.71,USA,3.577,313.131
2024-06-02,8,Product_8,155,10.81,0.0,1670.65,USA,3.577,313.131
2024-06-02,9,Product_9,140,11.61,0.0,1627.71,USA,3.577,313.131
2024-06-02,10,Product_10,90,10.16,0.0,916.33,USA,3.577,313.131
2024-06-02,11,Product_11,79,10.61,0.0,835.07,USA,3.577,313.131
2024-06-02,12,Product_12,110,11.14,0.0,1221.91,USA,3.577,313.131
2024-06-02,13,Product_13,127,10.15,0.0,1289.93,USA,3.577,313.131
2024-06-02,14,Product_14,119,11.82,10.0,1265.77,USA,3.577,313.131
2024-06-02,15,Product_15,84,10.57,10.0,795.8,USA,3.577,313.131
2024-06-02,16,Product_16,104,11.93,10.0,1112.61,USA,3.577,313.131
2024-06-02,17,Product_17,129,11.63,0.0,1494.91,USA,3.577,313.131
2024-06-02,18,Product_18,100,11.89,0.0,1193.97,USA,3.577,313.131
2024-06-02,19,Product_19,78,11.66,0.0,906.84,USA,3.577,313.131
2024-06-02,20,Product_20,135,10.73,0.0,1444.68,USA,3.577,313.131
2024-06-02,21,Product_21,100,10.45,0.0,1048.81,USA,3.577,313.131
2024-06-02,22,Product_22,127,10.41,0.0,1320.66,USA,3.577,313.131
2024-06-02,23,Product_23,112,11.17,0.0,1249.22,USA,3.577,313.131
2024-06-02,24,Product_24,96,11.74,0.0,1121.67,USA,3.577,313.131
2024-06-02,25,Product_25,80,11.01,10.0,797.44,USA,3.577,313.131
2024-06-02,26,Product_26,89,10.51,0.0,938.11,USA,3.577,313.131
2024-06-02,27,Product_27,125,10.6,0.0,1329.15,USA,3.577,313.131
2024-06-02,28,Product_28,111,11.29,0.0,1250.23,USA,3.577,313.131
2024-06-02,29,Product_29,74,10.03,0.0,740.81,USA,3.577,313.131
2024-06-02,30,Product_30,116,10.79,0.0,1247.78,USA,3.577,313.131
2024-06-02,31,Product_31,163,10.18,0.0,1654.44,USA,3.577,313.131
2024-06-02,32,Product_32,107,10.5,10.0,1013.26,USA,3.577,313.131
2024-06-02,33,Product_33,123,11.99,10.0,1328.91,USA,3.577,313.131
2024-06-02,34,Product_34,130,10.77,10.0,1260.91,USA,3.577,313.131
2024-06-02,35,Product_35,76,11.83,10.0,811.17,USA,3.577,313.131
2024-06-02,36,Product_36,112,11.37,0.0,1273.87,USA,3.577,313.131
2024-06-02,37,Product_37,112,11.51,10.0,1164.92,USA,3.577,313.131
2024-06-02,38,Product_38,144,11.58,0.0,1664.39,USA,3.577,313.131
2024-06-02,39,Product_39,133,10.38,0.0,1376.23,USA,3.577,313.131
2024-06-02,40,Product_40,81,10.35,0.0,834.23,USA,3.577,313.131
2024-06-02,41,Product_41,119,11.06,0.0,1318.54,USA,3.577,313.131
2024-06-02,42,Product_42,87,11.92,0.0,1036.31,USA,3.577,313.131
2024-06-02,43,Product_43,177,11.11,0.0,1971.13,USA,3.577,313.131
2024-06-02,44,Product_44,100,11.04,10.0,992.66,USA,3.577,313.131
2024-06-02,45,Product_45,94,11.88,0.0,1116.52,USA,3.577,313.131
2024-06-02,46,Product_46,115,10.73,20.0,983.86,USA,3.577,313.131
2024-06-02,47,Product_47,123,11.14,0.0,1369.79,USA,3.577,313.131
2024-06-02,48,Product_48,95,10.56,0.0,1003.24,USA,3.577,313.131
2024-06-02,49,Product_49,113,10.67,0.0,1204.9,USA,3.577,313.131
2024-06-02,50,Product_50,84,11.44,0.0,957.23,USA,3.577,313.131
2024-06-09,1,Product_1,100,11.14,0.0,1115.26,USA,3.516,313.131
2024-06-09,2,Product_2,122,10.37,10.0,1141.67,USA,3.516,313.131
2024-06-09,3,Product_3,150,10.35,0.0,1554.24,USA,3.516,313.131
2024-06-09,4,Product_4,110,10.37,10.0,1028.86,USA,3.516,313.131
2024-06-09,5,Product_5,117,10.87,10.0,1144.35,USA,3.516,313.131
2024-06-09,6,Product_6,141,11.03,0.0,1552.06,USA,3.516,313.131
2024-06-09,7,Product_7,126,11.74,0.0,1475.71,USA,3.516,313.131
2024-06-09,8,Product_8,114,10.92,0.0,1244.03,USA,3.516,313.131
2024-06-09,9,Product_9,126,10.51,0.0,1325.78,USA,3.516,313.131
2024-06-09,10,Product_10,127,10.01,0.0,1270.99,USA,3.516,313.131
2024-06-09,11,Product_11,129,11.92,10.0,1382.85,USA,3.516,313.131
2024-06-09,12,Product_12,112,11.77,0.0,1315.36,USA,3.516,313.131
2024-06-09,13,Product_13,119,10.6,0.0,1263.34,USA,3.516,313.131
2024-06-09,14,Product_14,139,11.9,0.0,1659.94,USA,3.516,313.131
2024-06-09,15,Product_15,95,10.96,0.0,1042.12,USA,3.516,313.131
2024-06-09,16,Product_16,127,11.59,10.0,1323.07,USA,3.516,313.131
2024-06-09,17,Product_17,144,11.12,0.0,1601.56,USA,3.516,313.131
2024-06-09,18,Product_18,60,10.93,0.0,660.71,USA,3.516,313.131
2024-06-09,19,Product_19,139,10.57,20.0,1171.52,USA,3.516,313.131
2024-06-09,20,Product_20,99,10.64,0.0,1053.82,USA,3.516,313.131
2024-06-09,21,Product_21,102,11.46,0.0,1174.24,USA,3.516,313.131
2024-06-09,22,Product_22,107,11.08,0.0,1190.63,USA,3.516,313.131
2024-06-09,23,Product_23,129,11.54,0.0,1484.27,USA,3.516,313.131
2024-06-09,24,Product_24,131,11.84,0.0,1552.82,USA,3.516,313.131
2024-06-09,25,Product_25,151,10.19,0.0,1541.77,USA,3.516,313.131
2024-06-09,26,Product_26,92,10.22,0.0,941.71,USA,3.516,313.131
2024-06-09,27,Product_27,145,11.06,0.0,1605.01,USA,3.516,313.131
2024-06-09,28,Product_28,133,10.42,0.0,1382.73,USA,3.516,313.131
2024-06-09,29,Product_29,129,11.25,0.0,1447.23,USA,3.516,313.131
2024-06-09,30,Product_30,139,11.51,0.0,1600.26,USA,3.516,313.131
2024-06-09,31,Product_31,113,11.32,10.0,1152.34,USA,3.516,313.131
2024-06-09,32,Product_32,111,11.0,0.0,1218.97,USA,3.516,313.131
2024-06-09,33,Product_33,134,10.22,0.0,1371.88,USA,3.516,313.131
2024-06-09,34,Product_34,68,11.48,0.0,783.54,USA,3.516,313.131
2024-06-09,35,Product_35,92,11.63,10.0,962.99,USA,3.516,313.131
2024-06-09,36,Product_36,123,10.51,0.0,1294.95,USA,3.516,313.131
2024-06-09,37,Product_37,128,10.95,0.0,1401.57,USA,3.516,313.131
2024-06-09,38,Product_38,119,10.4,10.0,1110.33,USA,3.516,313.131
2024-06-09,39,Product_39,136,11.11,0.0,1506.67,USA,3.516,313.131
2024-06-09,40,Product_40,120,10.46,0.0,1256.55,USA,3.516,313.131
2024-06-09,41,Product_41,104,11.0,0.0,1138.63,USA,3.516,313.131
2024-06-09,42,Product_42,84,11.16,10.0,841.56,USA,3.516,313.131
2024-06-09,43,Product_43,99,10.71,0.0,1061.32,USA,3.516,313.131
2024-06-09,44,Product_44,137,11.41,0.0,1568.3,USA,3.516,313.131
2024-06-09,45,Product_45,79,10.33,0.0,820.95,USA,3.516,313.131
2024-06-09,46,Product_46,104,11.23,0.0,1166.64,USA,3.516,313.131
2024-06-09,47,Product_47,77,10.15,0.0,780.69,USA,3.516,313.131
2024-06-09,48,Product_48,119,10.24,0.0,1217.27,USA,3.516,313.131
2024-06-09,49,Product_49,114,10.63,20.0,969.29,USA,3.516,313.131
2024-06-09,50,Product_50,91,10.31,0.0,933.68,USA,3.516,313.131
2024-06-16,1,Product_1,97,11.77,10.0,1022.91,USA,3.429,313.131
2024-06-16,2,Product_2,100,11.77,0.0,1176.23,USA,3.429,313.131
2024-06-16,3,Product_3,107,11.83,0.0,1262.65,USA,3.429,313.131
2024-06-16,4,Product_4,116,10.53,0.0,1221.93,USA,3.429,313.131
2024-06-16,5,Product_5,109,11.78,0.0,1286.72,USA,3.429,313.131
2024-06-16,6,Product_6,153,10.46,0.0,1602.88,USA,3.429,313.131
2024-06-16,7,Product_7,132,10.43,0.0,1371.56,USA,3.429,313.131
2024-06-16,8,Product_8,90,10.51,0.0,941.02,USA,3.429,313.131
2024-06-16,9,Product_9,139,10.38,10.0,1300.07,USA,3.429,313.131
2024-06-16,10,Product_10,159,11.72,10.0,1679.99,USA,3.429,313.131
2024-06-16,11,Product_11,102,11.96,0.0,1214.24,USA,3.429,313.131
2024-06-16,12,Product_12,108,10.07,0.0,1092.16,USA,3.429,313.131
2024-06-16,13,Product_13,87,11.36,10.0,892.6,USA,3.429,313.131
2024-06-16,14,Product_14,102,10.04,10.0,918.56,USA,3.429,313.131
2024-06-16,15,Product_15,89,10.62,0.0,950.09,USA,3.429,313.131
2024-06-16,16,Product_16,98,11.98,0.0,1178.32,USA,3.429,313.131
2024-06-16,17,Product_17,115,10.95,10.0,1137.98,USA,3.429,313.131
2024-06-16,18,Product_18,111,11.02,0.0,1219.99,USA,3.429,313.131
2024-06-16,19,Product_19,104,10.81,0.0,1122.72,USA,3.429,313.131
2024-06-16,20,Product_20,78,10.99,0.0,853.87,USA,3.429,313.131
2024-06-16,21,Product_21,112,10.06,0.0,1123.6,USA,3.429,313.131
2024-06-16,22,Product_22,113,10.27,10.0,1040.88,USA,3.429,313.131
2024-06-16,23,Product_23,66,11.53,0.0,755.64,USA,3.429,313.131
2024-06-16,24,Product_24,125,10.58,10.0,1187.0,USA,3.429,313.131
2024-06-16,25,Product_25,76,10.45,20.0,636.8,USA,3.429,313.131
2024-06-16,26,Product_26,106,11.83,0.0,1254.9,USA,3.429,313.131
2024-06-16,27,Product_27,119,10.63,10.0,1142.96,USA,3.429,313.131
2024-06-16,28,Product_28,105,11.93,0.0,1255.81,USA,3.429,313.131
2024-06-16,29,Product_29,122,11.99,10.0,1318.18,USA,3.429,313.131
2024-06-16,30,Product_30,89,11.37,0.0,1013.6,USA,3.429,313.131
2024-06-16,31,Product_31,126,10.64,0.0,1341.82,USA,3.429,313.131
2024-06-16,32,Product_32,110,10.88,0.0,1202.1,USA,3.429,313.131
2024-06-16,33,Product_33,104,10.89,0.0,1135.53,USA,3.429,313.131
2024-06-16,34,Product_34,103,11.58,0.0,1192.77,USA,3.429,313.131
2024-06-16,35,Product_35,109,11.68,20.0,1018.06,USA,3.429,313.131
2024-06-16,36,Product_36,109,10.84,0.0,1182.72,USA,3.429,313.131
2024-06-16,37,Product_37,130,11.77,20.0,1228.41,USA,3.429,313.131
2024-06-16,38,Product_38,106,11.98,0.0,1272.35,USA,3.429,313.131
2024-06-16,39,Product_39,114,10.51,0.0,1197.0,USA,3.429,313.131
2024-06-16,40,Product_40,145,10.34,0.0,1503.6,USA,3.429,313.131
2024-06-16,41,Product_41,82,11.81,0.0,972.21,USA,3.429,313.131
2024-06-16,42,Product_42,145,11.44,0.0,1656.2,USA,3.429,313.131
2024-06-16,43,Product_43,116,10.53,0.0,1216.31,USA,3.429,313.131
2024-06-16,44,Product_44,94,10.11,0.0,946.66,USA,3.429,313.131
2024-06-16,45,Product_45,117,11.3,0.0,1317.94,USA,3.429,313.131
2024-06-16,46,Product_46,128,11.42,20.0,1166.93,USA,3.429,313.131
2024-06-16,47,Product_47,88,10.52,10.0,834.62,USA,3.429,313.131
2024-06-16,48,Product_48,65,10.2,0.0,660.37,USA,3.429,313.131
2024-06-16,49,Product_49,102,11.57,0.0,1185.04,USA,3.429,313.131
2024-06-16,50,Product_50,151,10.21,0.0,1539.68,USA,3.429,313.131
2024-06-23,1,Product_1,118,11.57,0.0,1361.77,USA,3.435,313.131
2024-06-23,2,Product_2,106,11.12,0.0,1183.43,USA,3.435,313.131
2024-06-23,3,Product_3,122,11.59,0.0,1417.11,USA,3.435,313.131
2024-06-23,4,Product_4,101,11.21,0.0,1132.6,USA,3.435,313.131
2024-06-23,5,Product_5,89,11.81,0.0,1055.28,USA,3.435,313.131
2024-06-23,6,Product_6,133,10.06,20.0,1069.01,USA,3.435,313.131
2024-06-23,7,Product_7,73,10.39,0.0,756.95,USA,3.435,313.131
2024-06-23,8,Product_8,131,10.37,0.0,1359.84,USA,3.435,313.131
2024-06-23,9,Product_9,117,10.53,0.0,1229.78,USA,3.435,313.131
2024-06-23,10,Product_10,92,10.83,10.0,892.64,USA,3.435,313.131
2024-06-23,11,Product_11,123,11.19,0.0,1380.89,USA,3.435,313.131
2024-06-23,12,Product_12,99,11.53,0.0,1145.97,USA,3.435,313.131
2024-06-23,13,Product_13,82,11.86,0.0,976.67,USA,3.435,313.131
2024-06-23,14,Product_14,81,10.13,20.0,659.2,USA,3.435,313.131
2024-06-23,15,Product_15,105,10.12,0.0,1060.24,USA,3.435,313.131
2024-06-23,16,Product_16,92,11.21,0.0,1034.65,USA,3.435,313.131
2024-06-23,17,Product_17,127,10.97,20.0,1117.13,USA,3.435,313.131
2024-06-23,18,Product_18,99,10.85,0.0,1075.09,USA,3.435,313.131
2024-06-23,19,Product_19,112,10.13,0.0,1139.27,USA,3.435,313.131
2024-06-23,20,Product_20,123,10.97,20.0,1077.0,USA,3.435,313.131
2024-06-23,21,Product_21,83,11.64,0.0,967.43,USA,3.435,313.131
2024-06-23,22,Product_22,104,10.64,10.0,992.43,USA,3.435,313.131
2024-06-23,23,Product_23,139,11.68,10.0,1462.78,USA,3.435,313.131
2024-06-23,24,Product_24,114,11.55,0.0,1318.55,USA,3.435,313.131
2024-06-23,25,Product_25,67,11.66,0.0,776.45,USA,3.435,313.131
2024-06-23,26,Product_26,103,10.07,0.0,1032.77,USA,3.435,313.131
2024-06-23,27,Product_27,129,10.22,0.0,1316.74,USA,3.435,313.131
2024-06-23,28,Product_28,135,10.34,0.0,1394.0,USA,3.435,313.131
2024-06-23,29,Product_29,104,10.48,0.0,1084.79,USA,3.435,313.131
2024-06-23,30,Product_30,94,10.78,0.0,1018.56,USA,3.435,313.131
2024-06-23,31,Product_31,134,10.21,0.0,1370.31,USA,3.435,313.131
2024-06-23,32,Product_32,93,11.45,0.0,1063.18,USA,3.435,313.131
2024-06-23,33,Product_33,119,11.44,0.0,1361.5,USA,3.435,313.131
2024-06-23,34,Product_34,101,11.15,0.0,1130.61,USA,3.435,313.131
2024-06-23,35,Product_35,115,10.28,0.0,1177.16,USA,3.435,313.131
2024-06-23,36,Product_36,84,10.52,0.0,883.98,USA,3.435,313.131
2024-06-23,37,Product_37,78,11.62,0.0,906.91,USA,3.435,313.131
2024-06-23,38,Product_38,78,10.93,0.0,857.85,USA,3.435,313.131
2024-06-23,39,Product_39,105,11.03,0.0,1154.17,USA,3.435,313.131
2024-06-23,40,Product_40,93,10.33,10.0,860.09,USA,3.435,313.131
2024-06-23,41,Product_41,119,11.09,0.0,1323.33,USA,3.435,313.131
2024-06-23,42,Product_42,90,10.03,0.0,905.46,USA,3.435,313.131
2024-06-23,43,Product_43,116,11.95,0.0,1380.38,USA,3.435,313.131
2024-06-23,44,Product_44,114,10.24,0.0,1170.04,USA,3.435,313.131
2024-06-23,45,Product_45,83,10.12,0.0,842.18,USA,3.435,313.131
2024-06-23,46,Product_46,120,11.44,0.0,1374.48,USA,3.435,313.131
2024-06-23,47,Product_47,103,11.25,0.0,1161.8,USA,3.435,313.131
2024-06-23,48,Product_48,120,11.23,10.0,1216.22,USA,3.435,313.131
2024-06-23,49,Product_49,81,11.18,20.0,727.1,USA,3.435,313.131
2024-06-23,50,Product_50,117,10.05,10.0,1055.81,USA,3.435,313.131
2024-06-30,1,Product_1,96,10.97,0.0,1058.28,USA,3.438,313.131
2024-06-30,2,Product_2,110,10.33,0.0,1134.6,USA,3.438,313.131
2024-06-30,3,Product_3,134,11.05,20.0,1184.06,USA,3.438,313.131
2024-06-30,4,Product_4,102,11.91,0.0,1210.39,USA,3.438,313.131
2024-06-30,5,Product_5,103,11.82,0.0,1215.06,USA,3.438,313.131
2024-06-30,6,Product_6,78,10.21,0.0,796.64,USA,3.438,313.131
2024-06-30,7,Product_7,90,10.34,10.0,836.15,USA,3.438,313.131
2024-06-30,8,Product_8,123,11.25,0.0,1386.93,USA,3.438,313.131
2024-06-30,9,Product_9,105,11.67,0.0,1223.76,USA,3.438,313.131
2024-06-30,10,Product_10,132,11.25,0.0,1480.2,USA,3.438,313.131
2024-06-30,11,Product_11,88,11.86,0.0,1048.58,USA,3.438,313.131
2024-06-30,12,Product_12,108,10.6,10.0,1034.14,USA,3.438,313.131
2024-06-30,13,Product_13,102,10.18,0.0,1039.66,USA,3.438,313.131
2024-06-30,14,Product_14,125,11.08,10.0,1246.22,USA,3.438,313.131
2024-06-30,15,Product_15,127,11.39,10.0,1296.8,USA,3.438,313.131
2024-06-30,16,Product_16,135,11.3,10.0,1369.79,USA,3.438,313.131
2024-06-30,17,Product_17,107,10.31,0.0,1099.64,USA,3.438,313.131
2024-06-30,18,Product_18,119,10.54,10.0,1130.08,USA,3.438,313.131
2024-06-30,19,Product_19,94,10.95,0.0,1027.4,USA,3.438,313.131
2024-06-30,20,Product_20,79,11.88,0.0,943.92,USA,3.438,313.131
2024-06-30,21,Product_21,98,11.48,0.0,1122.16,USA,3.438,313.131
2024-06-30,22,Product_22,101,11.43,0.0,1152.79,USA,3.438,313.131
2024-06-30,23,Product_23,118,10.48,0.0,1240.92,USA,3.438,313.131
2024-06-30,24,Product_24,42,10.75,0.0,447.4,USA,3.438,313.131
2024-06-30,25,Product_25,69,11.57,0.0,803.14,USA,3.438,313.131
2024-06-30,26,Product_26,87,11.35,0.0,982.56,USA,3.438,313.131
2024-06-30,27,Product_27,108,11.78,0.0,1272.98,USA,3.438,313.131
2024-06-30,28,Product_28,111,10.82,0.0,1205.42,USA,3.438,313.131
2024-06-30,29,Product_29,132,10.93,0.0,1443.59,USA,3.438,313.131
2024-06-30,30,Product_30,110,11.05,10.0,1098.03,USA,3.438,313.131
2024-06-30,31,Product_31,128,11.82,10.0,1363.08,USA,3.438,313.131
2024-06-30,32,Product_32,99,11.96,0.0,1184.58,USA,3.438,313.131
2024-06-30,33,Product_33,84,10.65,0.0,899.64,USA,3.438,313.131
2024-06-30,34,Product_34,103,11.03,0.0,1139.15,USA,3.438,313.131
2024-06-30,35,Product_35,89,11.59,0.0,1036.57,USA,3.438,313.131
2024-06-30,36,Product_36,87,10.54,0.0,920.24,USA,3.438,313.131
2024-06-30,37,Product_37,120,10.32,0.0,1234.34,USA,3.438,313.131
2024-06-30,38,Product_38,169,10.01,10.0,1522.62,USA,3.438,313.131
2024-06-30,39,Product_39,95,11.08,0.0,1053.77,USA,3.438,313.131
2024-06-30,40,Product_40,110,10.99,0.0,1213.98,USA,3.438,313.131
2024-06-30,41,Product_41,98,10.59,0.0,1036.64,USA,3.438,313.131
2024-06-30,42,Product_42,109,11.15,0.0,1218.41,USA,3.438,313.131
2024-06-30,43,Product_43,108,10.82,0.0,1172.34,USA,3.438,313.131
2024-06-30,44,Product_44,128,11.56,0.0,1481.16,USA,3.438,313.131
2024-06-30,45,Product_45,80,10.78,0.0,867.11,USA,3.438,313.131
2024-06-30,46,Product_46,131,11.34,0.0,1485.2,USA,3.438,313.131
2024-06-30,47,Product_47,113,10.59,20.0,954.67,USA,3.438,313.131
2024-06-30,48,Product_48,106,10.43,0.0,1105.35,USA,3.438,313.131
2024-06-30,49,Product_49,98,10.12,0.0,991.76,USA,3.438,313.131
2024-06-30,50,Product_50,94,10.82,0.0,1022.14,USA,3.438,313.131
2024-07-07,1,Product_1,125,10.22,0.0,1281.14,USA,3.479,313.566
2024-07-07,2,Product_2,111,11.78,20.0,1048.02,USA,3.479,313.566
2024-07-07,3,Product_3,76,10.31,10.0,701.44,USA,3.479,313.566
2024-07-07,4,Product_4,100,11.84,10.0,1060.76,USA,3.479,313.566
2024-07-07,5,Product_5,89,10.36,0.0,920.85,USA,3.479,313.566
2024-07-07,6,Product_6,110,10.43,0.0,1147.51,USA,3.479,313.566
2024-07-07,7,Product_7,98,10.22,0.0,997.93,USA,3.479,313.566
2024-07-07,8,Product_8,117,11.8,20.0,1106.95,USA,3.479,313.566
2024-07-07,9,Product_9,102,11.46,0.0,1167.26,USA,3.479,313.566
2024-07-07,10,Product_10,93,11.23,0.0,1049.29,USA,3.479,313.566
2024-07-07,11,Product_11,65,10.3,20.0,535.91,USA,3.479,313.566
2024-07-07,12,Product_12,119,10.9,0.0,1301.6,USA,3.479,313.566
2024-07-07,13,Product_13,89,10.4,0.0,920.74,USA,3.479,313.566
2024-07-07,14,Product_14,74,10.93,0.0,806.68,USA,3.479,313.566
2024-07-07,15,Product_15,80,10.82,0.0,862.16,USA,3.479,313.566
2024-07-07,16,Product_16,68,10.66,0.0,722.84,USA,3.479,313.566
2024-07-07,17,Product_17,112,11.53,0.0,1287.48,USA,3.479,313.566
2024-07-07,18,Product_18,89,11.77,0.0,1043.62,USA,3.479,313.566
2024-07-07,19,Product_19,91,11.06,0.0,1011.21,USA,3.479,313.566
2024-07-07,20,Product_20,99,11.82,10.0,1054.29,USA,3.479,313.566
2024-07-07,21,Product_21,110,10.68,0.0,1170.85,USA,3.479,313.566
2024-07-07,22,Product_22,107,10.75,0.0,1145.74,USA,3.479,313.566
2024-07-07,23,Product_23,103,10.76,0.0,1105.58,USA,3.479,313.566
2024-07-07,24,Product_24,101,11.52,10.0,1042.96,USA,3.479,313.566
2024-07-07,25,Product_25,81,10.63,0.0,857.82,USA,3.479,313.566
2024-07-07,26,Product_26,118,11.67,20.0,1105.54,USA,3.479,313.566
2024-07-07,27,Product_27,116,11.07,10.0,1156.19,USA,3.479,313.566
2024-07-07,28,Product_28,78,11.82,0.0,924.42,USA,3.479,313.566
2024-07-07,29,Product_29,79,11.02,0.0,869.42,USA,3.479,313.566
2024-07-07,30,Product_30,94,10.83,20.0,813.64,USA,3.479,313.566
2024-07-07,31,Product_31,120,10.03,10.0,1087.36,USA,3.479,313.566
2024-07-07,32,Product_32,60,11.79,0.0,711.45,USA,3.479,313.566
2024-07-07,33,Product_33,117,10.99,0.0,1288.04,USA,3.479,313.566
2024-07-07,34,Product_34,111,10.53,20.0,935.07,USA,3.479,313.566
2024-07-07,35,Product_35,89,10.79,0.0,957.49,USA,3.479,313.566
2024-07-07,36,Product_36,129,10.35,0.0,1332.37,USA,3.479,313.566
2024-07-07,37,Product_37,89,11.29,0.0,1009.37,USA,3.479,313.566
2024-07-07,38,Product_38,76,11.39,10.0,775.09,USA,3.479,313.566
2024-07-07,39,Product_39,112,10.84,0.0,1215.33,USA,3.479,313.566
2024-07-07,40,Product_40,122,10.68,0.0,1307.91,USA,3.479,313.566
2024-07-07,41,Product_41,102,11.27,0.0,1150.81,USA,3.479,313.566
2024-07-07,42,Product_42,143,11.25,0.0,1612.95,USA,3.479,313.566
2024-07-07,43,Product_43,94,11.43,20.0,862.81,USA,3.479,313.566
2024-07-07,44,Product_44,59,10.93,0.0,645.65,USA,3.479,313.566
2024-07-07,45,Product_45,112,11.26,0.0,1262.61,USA,3.479,313.566
2024-07-07,46,Product_46,115,11.15,10.0,1155.77,USA,3.479,313.566
2024-07-07,47,Product_47,119,11.22,0.0,1331.88,USA,3.479,313.566
2024-07-07,48,Product_48,123,11.69,10.0,1289.75,USA,3.479,313.566
2024-07-07,49,Product_49,105,10.27,0.0,1076.19,USA,3.479,313.566
2024-07-07,50,Product_50,107,11.14,0.0,1190.19,USA,3.479,313.566
2024-07-14,1,Product_1,99,10.42,0.0,1030.6,USA,3.489,313.566
2024-07-14,2,Product_2,82,10.65,10.0,783.58,USA,3.489,313.566
2024-07-14,3,Product_3,92,10.45,0.0,965.79,USA,3.489,313.566
2024-07-14,4,Product_4,91,11.86,0.0,1080.98,USA,3.489,313.566
2024-07-14,5,Product_5,98,12.0,10.0,1060.0,USA,3.489,313.566
2024-07-14,6,Product_6,67,11.38,0.0,767.16,USA,3.489,313.566
2024-07-14,7,Product_7,81,11.71,0.0,947.53,USA,3.489,313.566
2024-07-14,8,Product_8,109,11.27,0.0,1225.82,USA,3.489,313.566
2024-07-14,9,Product_9,70,11.39,0.0,792.51,USA,3.489,313.566
2024-07-14,10,Product_10,116,10.44,10.0,1088.62,USA,3.489,313.566
2024-07-14,11,Product_11,121,10.65,0.0,1286.63,USA,3.489,313.566
2024-07-14,12,Product_12,81,10.66,0.0,863.57,USA,3.489,313.566
2024-07-14,13,Product_13,95,10.15,20.0,771.05,USA,3.489,313.566
2024-07-14,14,Product_14,67,10.62,0.0,716.02,USA,3.489,313.566
2024-07-14,15,Product_15,92,11.66,0.0,1075.17,USA,3.489,313.566
2024-07-14,16,Product_16,94,11.28,0.0,1060.47,USA,3.489,313.566
2024-07-14,17,Product_17,117,10.08,0.0,1179.87,USA,3.489,313.566
2024-07-14,18,Product_18,99,11.26,0.0,1112.81,USA,3.489,313.566
2024-07-14,19,Product_19,69,11.3,0.0,780.79,USA,3.489,313.566
2024-07-14,20,Product_20,95,11.47,0.0,1094.06,USA,3.489,313.566
2024-07-14,21,Product_21,104,10.57,20.0,881.38,USA,3.489,313.566
2024-07-14,22,Product_22,100,10.42,0.0,1044.82,USA,3.489,313.566
2024-07-14,23,Product_23,95,11.11,0.0,1050.42,USA,3.489,313.566
2024-07-14,24,Product_24,92,10.61,10.0,881.88,USA,3.489,313.566
2024-07-14,25,Product_25,98,11.4,10.0,1010.45,USA,3.489,313.566
2024-07-14,26,Product_26,110,10.39,0.0,1146.92,USA,3.489,313.566
2024-07-14,27,Product_27,128,10.29,0.0,1320.43,USA,3.489,313.566
2024-07-14,28,Product_28,65,10.4,0.0,676.28,USA,3.489,313.566
2024-07-14,29,Product_29,95,11.33,0.0,1081.96,USA,3.489,313.566
2024-07-14,30,Product_30,100,10.23,10.0,918.58,USA,3.489,313.566
2024-07-14,31,Product_31,148,11.7,0.0,1725.84,USA,3.489,313.566
2024-07-14,32,Product_32,137,10.39,0.0,1422.83,USA,3.489,313.566
2024-07-14,33,Product_33,94,10.93,20.0,824.79,USA,3.489,313.566
2024-07-14,34,Product_34,92,10.21,0.0,938.76,USA,3.489,313.566
2024-07-14,35,Product_35,72,10.36,0.0,743.54,USA,3.489,313.566
2024-07-14,36,Product_36,89,10.96,0.0,970.46,USA,3.489,313.566
2024-07-14,37,Product_37,109,10.74,0.0,1168.38,USA,3.489,313.566
2024-07-14,38,Product_38,122,11.8,0.0,1437.92,USA,3.489,313.566
2024-07-14,39,Product_39,105,11.51,0.0,1211.23,USA,3.489,313.566
2024-07-14,40,Product_40,96,10.57,0.0,1018.16,USA,3.489,313.566
2024-07-14,41,Product_41,79,11.75,0.0,923.6,USA,3.489,313.566
2024-07-14,42,Product_42,111,10.35,0.0,1145.41,USA,3.489,313.566
2024-07-14,43,Product_43,103,11.55,0.0,1185.04,USA,3.489,313.566
2024-07-14,44,Product_44,83,11.29,0.0,932.38,USA,3.489,313.566
2024-07-14,45,Product_45,113,10.9,0.0,1230.24,USA,3.489,313.566
2024-07-14,46,Product_46,87,10.23,0.0,894.1,USA,3.489,313.566
2024-07-14,47,Product_47,112,10.62,10.0,1071.85,USA,3.489,313.566
2024-07-14,48,Product_48,109,10.02,0.0,1093.74,USA,3.489,313.566
2024-07-14,49,Product_49,102,10.0,10.0,919.97,USA,3.489,313.566
2024-07-14,50,Product_50,84,11.49,0.0,964.24,USA,3.489,313.566
2024-07-21,1,Product_1,103,10.85,10.0,1004.71,USA,3.496,313.566
2024-07-21,2,Product_2,75,11.81,0.0,883.28,USA,3.496,313.566
